Subject,Sam_Num,Rep,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Mediterraneibacter,Bacteria_Bacillota_Clostridia_Oscillospirales_Oscillospiraceae_Colidextribacter,Bacteria_Bacillota_Clostridia_Oscillospirales_Oscillospiraceae_Intestinimonas,Bacteria_Bacillota_Clostridia_Oscillospirales_Oscillospiraceae_Flavonifractor,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Anaerobutyricum,Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Segatella,Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Massiliprevotella,Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides,Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Marinifilaceae_Odoribacter,Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes,Bacteria_Bacillota_Negativicutes_Veillonellales-Selenomonadales_Veillonellaceae_Veillonella,Bacteria_Bacillota_Negativicutes_Veillonellales-Selenomonadales_Veillonellaceae_Dialister,Bacteria_Bacillota_Bacilli_Erysipelotrichales_Erysipelatoclostridiaceae_Longibaculum,Bacteria_Bacillota_Bacilli_Erysipelotrichales_Erysipelatoclostridiaceae_Erysipelotrichaceae UCG-003,Bacteria_Bacillota_Bacilli_Erysipelotrichales_Erysipelotrichaceae_Holdemania,Bacteria_Bacillota_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus,Bacteria_Bacillota_Bacilli_Lactobacillales_Streptococcaceae_Lactococcus,Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Pasteurellaceae_Haemophilus,Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Oxalobacteraceae_Massilia,Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Alcaligenaceae_Achromobacter,Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Sutterellaceae_Sutterella,Bacteria_Pseudomonadota_Gammaproteobacteria_Burkholderiales_Sutterellaceae_Parasutterella,Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Escherichia-Shigella,Bacteria_Pseudomonadota_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Klebsiella,Bacteria_Thermodesulfobacteriota_Desulfovibrionia_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio,Bacteria_Thermodesulfobacteriota_Desulfovibrionia_Desulfovibrionales_Desulfovibrionaceae_Bilophila,Bacteria_Pseudomonadota_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Brevundimonas,Bacteria_Bacillota_Clostridia_Peptostreptococcales-Tissierellales_Anaerovoracaceae_Family XIII AD3011 group,Bacteria_Bacillota_Clostridia_Peptostreptococcales-Tissierellales_Anaerovoracaceae_Family XIII UCG-001,Bacteria_Bacillota_Clostridia_Peptostreptococcales-Tissierellales_Peptostreptococcaceae_Romboutsia,Bacteria_Bacillota_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae R-7 group,Bacteria_Actinomycetota_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium,Bacteria_Bacillota_Clostridia_Oscillospirales_Ruminococcaceae_Ruminococcus,Bacteria_Bacillota_Clostridia_Oscillospirales_Ruminococcaceae_Negativibacillus,Bacteria_Bacillota_Clostridia_Oscillospirales_Ruminococcaceae_Angelakisella,Bacteria_Bacillota_Clostridia_Oscillospirales_Ruminococcaceae_Candidatus Soleaferrea,Bacteria_Bacillota_Clostridia_Oscillospirales_Ruminococcaceae_Ruthenibacterium,Bacteria_Bacillota_Clostridia_Oscillospirales_Ruminococcaceae_Gemmiger,Bacteria_Bacillota_Clostridia_Oscillospirales_Ruminococcaceae_Faecalibacterium,Bacteria_Bacillota_Clostridia_Oscillospirales_Ruminococcaceae_Acutalibacter,Bacteria_Bacillota_Clostridia_Oscillospirales_Ruminococcaceae_DTU089,Bacteria_Bacillota_Clostridia_Oscillospirales_Butyricicoccaceae_Agathobaculum,Bacteria_Bacillota_Clostridia_Oscillospirales_Oscillospiraceae_UCG-005,Bacteria_Bacillota_Clostridia_Oscillospirales_Oscillospiraceae_UCG-002,Bacteria_Bacillota_Clostridia_Oscillospirales_Oscillospiraceae_UCG-003,Bacteria_Bacillota_Clostridia_Oscillospirales_Oscillospiraceae_NK4A214 group,Bacteria_Bacillota_Clostridia_Oscillospirales_Oscillospiraceae_Oscillibacter,Bacteria_Bacillota_Clostridia_Oscillospirales_Oscillospiraceae_Oscillospira,Bacteria_Bacillota_Clostridia_Monoglobales_Monoglobaceae_Monoglobus,Bacteria_Bacillota_Negativicutes_Acidaminococcales_Acidaminococcaceae_Phascolarctobacterium,Bacteria_Actinomycetota_Coriobacteriia_Coriobacteriales_Eggerthellaceae_Adlercreutzia,Bacteria_Actinomycetota_Coriobacteriia_Coriobacteriales_Eggerthellaceae_Eggerthella,Bacteria_Actinomycetota_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Collinsella,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Faecalimonas,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Dorea,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_[Ruminococcus] gnavus group,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Coprococcus,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Butyribacter,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Roseburia,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Agathobacter,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_[Eubacterium] ventriosum group,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae ND3007 group,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_[Eubacterium] xylanophilum group,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae UCG-010,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Anaerostipes,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_[Eubacterium] eligens group,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospira,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_[Eubacterium] ruminantium group,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_GCA-900066575,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Frisingicoccus,Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae NK4A136 group,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Enterocloster,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae UCG-004,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Lachnoclostridium,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae UCG-009,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae FCS020 group,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Blautia,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Marvinbryantia,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_CAG-56,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_Fusicatenibacter,Bacteria_Bacillota_Clostridia_Lachnospirales_Lachnospiraceae_[Ruminococcus] gauvreauii group,Total
S14,FBB16,1,64,28,42,0,15,2,0,1,159,491,1,1128,7,20,0,18,4,0,0,9,0,15,2,0,0,63,2,14,0,0,15,0,222,0,0,2,3,99,645,143,3,56,121,170,0,70,37,2,2,0,9,0,0,0,3,0,4,20,130,158,4,15,0,12,25,0,34,0,0,0,1350,176,16,0,18,9,0,126,0,0,193,84,6061
S15,FBB16,1,32,153,0,6,3,3,0,6,0,0,10,0,0,56,0,86,1,0,0,2,0,373,6,0,0,0,0,0,0,0,7,616,25,0,0,0,0,49,2021,8,0,72,0,0,95,0,0,0,13,606,0,0,0,0,111,0,56,0,205,52,116,36,0,11,12,77,0,0,0,0,460,78,86,70,55,0,0,67,0,118,214,0,6073
S16,FBB16,1,30,9,0,0,1,0,48,0,8,42,20,611,0,30,0,11,5,44,0,1,100,3,9,1,0,22,0,0,1,5,433,1216,9,0,0,0,0,279,1007,0,0,4,28,100,104,34,1,0,20,17,0,0,0,2,75,0,26,0,34,423,7,166,16,6,24,29,154,106,3,0,415,50,23,104,33,0,6,41,0,4,71,4,6075
S2,FBB16,1,62,13,19,13,0,101,0,15,10,101,19,0,0,79,8,47,1,31,0,4,0,162,27,0,89,52,0,1,9,19,3,96,0,0,7,0,0,170,1027,56,0,39,38,265,33,65,12,32,29,1153,4,0,29,8,36,0,33,0,342,664,2,1,1,0,10,0,74,0,8,0,370,87,41,102,24,0,11,73,1,60,145,2,6035
S3,FBB16,1,89,21,1,1,7,1177,1,0,2,0,7,0,0,14,0,7,0,1,0,6,0,1,57,0,123,61,1,9,0,22,10,56,2,9,0,0,3,27,903,84,0,50,0,135,61,21,0,0,71,1112,0,0,0,14,259,4,49,0,91,539,0,15,0,9,7,3,74,28,15,0,36,49,43,91,53,0,0,481,4,0,56,0,6072
S4,FBB16,1,24,13,17,2,3,3,0,0,0,207,6,0,0,19,0,9,0,1,0,0,0,108,8,0,0,52,0,9,2,0,27,62,60,0,0,0,1,91,1524,0,2,5,94,129,85,3,12,3,110,528,0,0,0,2,47,0,18,5,55,18,0,64,3,0,5,147,42,67,7,1,1357,642,14,19,46,3,0,63,4,45,134,16,6043
S5,FBB16,1,28,58,25,61,0,1,0,3,0,46,50,73,5,0,9,36,23,0,0,1,0,118,878,2,0,0,0,0,0,0,0,0,0,0,0,2,25,0,0,7,1,0,0,0,0,0,111,0,12,0,0,0,0,0,0,58,1,0,40,36,0,12,37,0,6,24,27,0,0,0,393,25,191,0,19,45,0,29,0,0,0,0,2518
S6,FBB16,1,54,10,21,20,5,0,0,38,38,60,1,573,0,0,2,17,0,0,0,2,0,221,27,0,0,0,1,7,0,0,16,27,87,4,0,0,41,96,1327,34,6,0,15,120,24,36,74,0,39,0,0,3,0,0,35,84,21,0,14,1117,0,3,0,0,78,86,0,0,3,13,1337,31,64,17,29,0,1,24,0,0,87,13,6103
S7,FBB16,1,27,209,57,53,8,6,0,9,0,254,0,25,0,0,1,1,0,0,0,0,0,0,16,0,0,0,0,1,0,2,479,0,86,0,0,0,83,129,632,129,8,22,134,20,0,0,138,22,18,1,2,0,0,0,86,1,33,0,166,174,1,2,10,18,2,118,23,0,3,34,1424,94,12,0,2,0,5,44,0,12,526,13,5375
S8,FBB16,1,110,17,7,3,6,4,18,1,9,178,0,0,0,21,2,9,0,0,0,5,8,13,10,0,0,6,2,20,11,0,77,22,4,0,0,0,4,282,978,25,0,18,50,209,35,15,4,0,28,435,0,0,0,15,134,0,80,13,138,478,6,43,8,25,59,2,29,7,5,0,1292,340,33,11,57,0,5,370,4,5,208,28,6041
S9,FBB16,1,151,55,11,19,4,208,0,19,12,17,0,0,0,0,2,7,1,0,0,4,195,5,68,1,0,27,2,2,0,3,0,2,208,13,5,2,10,15,1480,46,0,70,0,36,76,0,6,0,108,564,6,0,0,16,176,17,0,0,126,512,0,0,0,14,9,36,92,0,8,2,337,459,39,108,78,6,0,242,0,0,160,0,5897
