Sample,Acetate,Propionate,Isobutyrate,Butyrate,Isovaleric,Valeric,InternalSD
S1-9-3,31.76506,25.70423,5.01537,133.34583,6.32175,5.82426,96.19978
S1-7-2,54.73842,7.30835,5.60028,103.78404,7.41099,6.08544,109.31288
S1-13-3,16.15024,0,4.76492,0,5.83799,5.1717,83.48191
S1-10-1,12.77858,0,3.48,0,4.14853,0,83.21356
S1-10-2,28.45705,0,8.76108,0,10.49543,9.59326,178.81653
S1-11-1,51.67812,0,11.06185,4.91143,13.18104,12.41884,206.36003
S1-5-3,48.41139,59.26235,9.7436,271.94736,12.81977,10.9556,156.96132
S1-5-1,45.53677,53.62035,8.85645,241.10176,11.72771,9.97994,144.14958
S1-8-1,33.58875,12.89492,6.09229,92.06122,7.79718,7.03057,112.96722
S1-1-2,64.60233,106.85893,14.63264,444.96127,19.94123,17.68854,194.38223
S1-7-3,51.78864,7.82914,5.46412,99.18241,7.1605,6.23906,111.63754
S1-14-2,37.7624,0,12.25004,7.0641,14.77138,13.87543,246.77191
S1-2-2,147.21375,16.55048,14.45064,211.53452,17.94853,15.63992,273.66684
S1-12-3,38.11334,7.82328,10.25674,20.87927,12.8011,12.73747,244.80048
S1-9-2,60.43053,56.94297,11.12346,285.30984,13.92522,14.00546,219.89638
S1-7-1,74.79623,13.15354,8.62952,158.61769,11.68198,10.26961,198.98929
S1-11-3,38.1801,0,7.65762,4.43941,9.2642,9.43246,181.38467
S2-13-1,40.39209,0,11.11506,5.4733,13.33011,13.19187,239.43752
S2-12-1,27.93501,0,7.4185,4.87975,8.54561,9.23843,180.72908
S2-11-3,46.83551,0,12.7176,6.37302,15.51913,15.28227,284.79816
S2-21-1,41.02782,5.70059,9.95412,4.66842,12.24684,13.21857,196.22409
S2-11-2,25.16298,0,6.80717,0,8.19534,8.9013,141.88329
S2-7-3,54.31988,208.75664,8.44818,372.16846,10.97157,15.94976,197.66289
S2-15-3,34.8501,4.6348,9.33042,7.36088,11.54809,11.27535,190.20102
S2-6-1,49.02306,79.93166,11.84612,9.48359,15.02735,15.09075,245.96861
STD3,143.25714,179.62013,89.66521,190.28262,130.41473,118.0197,144.18764
S2-9-1,127.56968,267.99359,11.67533,206.08794,16.57557,15.54256,250.53651
S2-5-1,90.3746,371.71777,14.77097,298.9397,15.40148,18.31344,224.09114
S2-21-3,30.0405,10.84276,7.78352,8.03891,9.59494,9.54328,305.17368
S2-7-2,170.81386,582.87207,28.74324,909.25006,32.34616,43.13001,450.02054
S2-9-3,172.4381,386.87628,0,271.35733,19.63017,20.2834,388.57379
S2-1-3,59.48728,264.7146,14.39325,265.80423,13.34805,19.25905,173.76953
S2-4-2,107.75193,114.32354,19.73732,61.18232,25.72687,23.59597,473.4295
S2-21-2,66.69639,0,15.31563,11.0821,18.62918,18.74083,315.94275
S2-4-1,123.96516,134.09904,22.58396,77.26152,29.57069,27.65573,486.96848
S2-2-3,227.38495,604.98895,26.06266,483.11478,21.97491,27.44404,326.45905
S2-14-1,50.77093,0,13.46124,0,16.38549,16.58094,297.66397
S2-2-1,216.19508,459.34769,22.9688,503.55081,23.00839,26.60245,350.2821
S2-11-1,41.3081,0,10.78727,10.50266,12.73937,12.56678,241.1369
S2-19-3,74.92343,0,17.9995,7.98571,21.60795,20.88654,312.64606
S2-5-3,111.38828,505.04245,24.50806,583.69806,21.77318,28.40344,292.23782
S2-19-2,84.41776,0,19.73948,0,24.19167,23.47763,378.05377
S2-3-1,123.20721,98.11006,0,0,30.69293,27.64826,446.19876
STD4,474.10727,590.10992,297.04178,627.26099,430.01352,393.3125,476.71033
STD1,163.69156,185.341,89.42015,185.76286,130.0918,108.37714,142.73604
S2-8-1,66.12094,222.63971,16.49,317.21545,15.48531,17.53139,216.16016
S2-10-1,47.00064,0,11.94196,0,13.49041,11.06803,191.51042
S2-7-1,65.4875,230.21239,12.82386,405.42276,13.07013,13.55552,151.62788
S2-12-2,49.60814,0,11.2144,9.33415,13.35897,11.62599,223.18739
S2-4-3,70.66645,66.76051,9.27029,32.6854,12.49124,9.92451,238.76613
S2-1-2,82.57999,326.75681,23.67881,298.13245,13.85159,18.96752,265.05267
S2-20-1,73.61856,42.79626,12.46023,38.47058,12.73924,9.95691,253.91882
S2-10-2,52.36375,0,12.67187,0,14.61454,13.48269,231.31216
S2-2-2,126.32426,271.03918,17.09103,287.65497,13.10688,13.97835,229.5473
S2-14-3,38.31534,0,10.14686,0,13.41106,10.03512,169.66698
S2-15-1,36.19407,0,9.71633,0,11.28609,9.94148,206.54208
S2-12-3,39.4705,0,10.44951,0,12.41471,10.97236,237.56944
S2-19-1,45.44611,0,10.78756,0,12.83777,11.44547,236.28778
S2-6-3,43.34822,74.46677,10.18883,5.87146,12.25045,10.13693,234.03188
S2-1-1,83.06033,383.31818,19.35368,391.10275,19.1932,26.31525,239.58116
S2-5-2,76.52938,390.24619,16.96401,504.48605,16.55648,21.82483,256.87463
S2-3-2,37.99475,31.43668,6.97098,4.65957,9.6944,7.5234,204.66727
S2-20-3,140.97948,120.72314,24.59354,91.11175,29.13673,25.01426,414.70679
S2-20-2,82.76471,78.97894,14.62161,48.7952,15.99068,15.07279,309.06363
S2-13-3,45.35272,0,13.259,0,15.31982,15.3476,305.53452
S2-9-2,173.12842,392.70563,25.19247,316.16843,20.10325,18.77145,381.42453
S2-16-2,66.42389,0,15.37184,12.2146,18.36448,18.16278,323.642
S2-10-3,60.64571,0,18.92745,0,22.21335,22.48715,418.05948
S2-16-1,79.49326,0,18.40614,13.1592,21.89506,21.94514,426.28217
S2-16-3,83.12268,0,19.66402,13.05163,23.49503,23.94576,409.25128
S2-3-3,87.06384,67.40755,17.01603,0,22.16594,21.00986,478.21216
S2-15-2,56.13329,0,17.51076,0,20.66176,20.95258,305.65775
S2-13-2,58.51767,0,18.71289,0,23.3754,22.14017,421.79468
S2-6-2,68.41652,101.71559,18.80681,15.17805,21.34696,21.41083,394.62286
S3-9-1,178.10641,650.237,27.00675,195.93213,20.20818,27.61553,343.87515
S3-3-3,177.58086,905.63086,0,40.26439,29.72585,37.15422,609.14868
S3-11-2,49.27637,0,0,0,16.75058,17.80213,397.25235
S3-1-2,148.79617,590.91992,0,361.41632,30.91243,118.91943,441.86032
S3-16-3,236.23227,76.52875,0,0,0,47.24627,763.24622
S3-2-2,117.75845,310.42932,0,98.58523,13.45558,18.92435,377.03177
S3-13-2,0,0,0,0,0,0,787.68329
STD2,693.82965,739.74109,615.07568,946.74432,677.07562,619.21423,819.44421
S3-14-3,0,0,0,0,0,0,598.98932
S3-6-3,0,555.17346,0,0,0,71.80727,862.57379
S3-5-1,185.78572,981.78796,0,680.07648,0,406.03406,703.12726
S3-10-1,0,0,0,0,0,0,620.09528
S3-14-1,0,0,0,0,0,0,596.07764
STD1,112.14006,139.12816,75.31139,151.67017,106.61366,94.9167,116.79747
S3-8-1,41.78621,128.49861,5.99505,82.96761,8.35865,19.79536,123.94964
S3-15-1,37.85601,0,5.7891,0,6.77532,6.90002,119.4399
S3-11-1,18.65886,0,6.25526,0,7.23936,7.29641,129.80878
S3-16-2,31.96432,17.20438,5.47419,3.43683,6.58476,6.65,118.98846
S3-13-1,17.56192,0,5.17982,0,6.11546,6.2001,115.35195
S3-10-3,19.30222,0,5.98358,0,6.86139,6.8689,127.49838
S4-3-1,37.92548,139.92238,5.59755,109.25932,6.98198,8.22441,124.58344
S4-9-2,40.26472,108.21816,6.5482,245.85709,8.52174,12.24974,125.74024
S4-3-3,35.65644,139.84212,5.41413,90.87948,6.90946,7.8811,128.54053
S4-11-3,23.79361,0,4.71486,0,5.57282,5.3332,89.72138
S4-20-2,79.61122,41.19337,13.26978,28.08776,4.3746,4.18126,78.70547
S4-14-3,0,0,4.11532,0,4.741,4.65003,98.01568
S4-1-1,15.274,83.72739,4.27564,138.66409,5.48763,11.92929,83.42921
S4-7-1,23.462,74.10269,4.20986,189.49062,5.4149,7.14439,94.54131
S4-14-2,0,0,4.17234,0,4.7896,4.54392,99.07837
S4-11-1,17.6674,0,3.88183,0,4.50078,4.2903,100.04025
S4-15-1,0,0,3.79274,0,4.32797,4.14298,79.11288
S4-16-1,50.60152,12.76774,3.88128,8.90383,4.6986,4.56282,94.69115
S4-20-1,58.70103,42.45086,4.89403,25.90828,5.74918,5.57301,95.91582
S4-2-3,32.70612,88.79572,4.71147,243.4274,6.04623,8.89709,112.75434
S4-1-2,21.51902,139.50233,7.71432,237.51906,8.82143,19.96855,119.41914
S4-7-3,35.11489,97.38321,5.81633,270.96896,7.56833,9.72805,112.84753
S4-5-3,18.35339,100.69607,5.66146,196.87387,6.02602,12.45312,87.42754
S4-8-1,0,62.8269,4.16197,127.95483,5.69142,10.16847,83.02644
S4-5-2,17.02779,90.70346,4.66729,182.49619,5.91949,11.86987,91.02664
S4-10-2,0,0,5.12033,0,5.97326,5.53773,98.56956
S4-2-2,29.00261,84.79922,4.72249,209.79796,5.574,7.75772,92.18488
S4-21-1,27.39814,5.90626,3.92582,9.07441,4.70341,4.3849,84.44952
S4-6-2,0,50.09032,3.8346,0,4.90315,4.33144,82.75066
S4-19-2,0,15.1205,3.84213,0,4.6653,4.24937,79.83096
S4-6-3,0,49.75795,3.87216,0,4.89202,4.43247,79.59934
S4-11-2,0,0,3.72546,0,4.38856,4.08845,78.60421
S4-3-2,23.24589,86.71244,3.65107,40.59611,4.64084,4.85495,85.56039
S4-10-1,0,0,3.82366,0,4.63046,4.32828,81.89698
S4-2-1,46.30202,82.82371,5.32219,188.53564,5.52171,7.81457,92.92483
S4-12-2,0,0,4.58127,0,5.33879,5.11642,97.46419
STD2,75.83239,97.52233,58.24797,115.36324,84.48267,72.48711,92.70206
S4-13-1,0,0,0,0,3.1752,0,52.20435
S4-5-1,0,61.93688,2.87176,120.4114,3.5322,7.81494,49.97993
S4-6-1,0,39.39182,3.14334,5.52063,4.20863,0,73.34848
S4-9-3,21.91426,56.01669,3.56822,136.85545,4.73431,6.92816,67.17835
S4-15-3,0,0,0,0,0,0,38.14347
S4-10-3,0,0,3.51729,0,4.00697,0,64.35614
S4-20-3,45.83795,36.56355,3.52047,20.16228,4.35602,4.12725,69.57255
S4-12-1,0,0,4.12299,0,4.50503,4.25203,77.52905
S4-21-2,33.72607,6.56133,4.20744,8.62101,4.89124,4.70564,82.59106
S4-21-3,32.70353,6.61923,4.45491,9.02145,5.19981,4.96541,99.27396
S4-4-2,21.16295,69.81689,3.52499,103.84155,4.35688,5.36999,66.64553
S4-13-3,0,0,3.29499,0,3.77471,0,63.50913
S4-12-3,0,0,3.73087,0,4.1692,0,66.99667
STD3,72.66373,91.90093,56.53472,111.64235,82.69353,71.13049,92.05964
S5-14-1,0,0,0,0,0,0,52.53773
S5-10-2,0,0,0,0,0,0,49.26653
S5-14-2,0,0,0,0,0,0,27.58013
S5-10-1,0,0,0,0,0,0,51.1234
S5-5-1,0,8.66176,0,61.82746,3.3001,0,58.80567
S5-13-2,0,0,0,0,0,0,19.16212
STD4,58.45831,73.07906,46.58566,85.8747,63.96192,54.51017,70.55762
STD1,117.85542,135.35031,66.57948,134.1306,93.78232,80.05744,105.41518
S5-16-2,39.65429,6.12491,0,5.44945,0,0,56.94736
S5-16-3,29.80034,5.59675,0,4.65393,3.80062,0,60.05648
S5-5-2,25.27853,12.19565,0,67.53198,0,0,53.85054
S5-4-2,40.13856,14.09254,0,0,0,0,51.6492
S5-4-3,35.60063,16.13355,0,0,3.79585,0,59.1104
S5-15-2,22.75854,0,4.5744,0,3.85214,0,59.06308
S5-21-2,20.8147,0,0,0,0,0,55.43792
S5-1-3,26.57059,21.37764,0,44.99161,0,0,53.11655
S5-19-1,23.01611,5.21358,0,0,0,0,48.77286
S5-12-3,21.87214,0,3.43176,0,0,0,60.09202
S5-11-2,19.66058,0,0,0,0,0,52.67099
S5-6-1,33.79135,0,0,0,0,0,55.5151
S5-13-1,32.10088,0,0,0,0,0,57.25083
S5-4-1,29.93294,11.57909,0,0,0,0,45.49528
S5-3-3,39.17501,12.64872,0,0,0,0,46.855
S5-1-1,27.93051,20.99497,3.21036,41.36879,3.9488,0,59.41294
S5-7-1,37.45751,8.0029,0,23.7304,0,0,48.24038
S5-7-3,44.69915,9.76045,0,30.40629,0,0,57.87791
S5-3-1,39.50439,12.4968,0,0,0,0,55.34338
S5-15-1,0,0,0,0,0,0,33.93817
S5-3-2,29.97053,12.77748,0,0,0,0,50.65467
S5-20-2,51.38508,6.88484,0,9.73146,0,0,52.83521
S5-11-1,31.79423,0,0,0,0,0,57.95316
S5-2-2,52.48143,6.79623,0,20.53417,0,0,43.59098
S5-11-3,31.81401,0,3.4272,0,4.09806,0,64.26949
S5-15-3,0,0,0,0,0,0,48.86163
S5-12-1,33.6558,0,3.24617,0,3.85287,0,61.20602
S5-2-1,51.45691,7.63604,0,21.37804,0,0,47.13776
S5-9-2,47.36462,9.10728,0,19.97075,0,0,58.86865
S5-6-3,0,0,0,0,0,0,51.03929
S5-5-3,16.90311,8.88781,0,62.99839,0,0,46.0733
S5-19-3,18.36514,4.74956,0,0,0,0,47.10468
S5-20-1,44.1954,6.20172,0,6.0349,0,0,48.09836
S5-1-2,47.77601,27.7449,5.52964,51.70864,5.35742,4.74661,75.36811
S5-16-1,38.82103,0,0,0,3.5455,0,53.45405
S5-9-1,30.15653,7.51012,0,15.26343,0,0,48.27173
STD2,101.08895,106.77213,63.57298,117.20055,87.73742,71.60557,96.18903
S5-8-1,0,0,0,10.98757,0,0,20.51857
S5-9-3,0,0,0,5.91035,0,0,15.12099
S6-5-2,0,0,0,39.25953,0,0,18.14093
S6-12-3,0,0,0,0,0,0,17.36133
S6-16-1,0,0,0,8.93402,0,0,15.45901
S6-15-2,0,0,0,0,0,0,16.09986
S6-11-1,0,0,0,0,0,0,21.7147
S6-15-3,0,0,0,0,0,0,22.73887
S6-3-3,0,0,0,0,0,0,14.25379
S6-21-1,0,0,0,11.15311,0,0,20.93501
S6-2-1,0,0,0,34.21439,0,0,19.57366
S6-19-3,0,0,0,0,0,0,20.52809
S6-11-3,0,0,0,0,0,0,21.99092
S6-15-1,0,0,0,0,0,0,18.96536
S6-20-3,0,0,0,21.34967,0,0,21.61987
S6-13-2,0,0,0,0,0,0,22.21148
S6-9-3,0,0,0,18.59036,0,0,20.73488
S6-11-2,0,0,0,0,0,0,20.63989
S6-6-3,23.53536,0,3.61604,23.1882,4.57821,0,67.91434
S6-14-3,0,0,3.33752,0,4.05708,0,65.97406
S6-14-2,0,0,0,0,0,0,52.6057
S6-5-1,0,7.13889,2.94148,89.87573,3.9618,0,50.59845
S6-4-2,0,6.9539,0,19.57945,0,0,38.97319
S6-10-1,0,0,3.2834,0,3.97098,0,60.92297
S6-6-1,17.03844,0,3.78829,46.10574,4.77653,0,72.43172
S6-2-2,40.85458,4.20515,3.57627,101.70592,4.66705,3.69549,61.63213
S6-1-2,0,13.37983,3.86045,88.96622,6.9199,4.3665,70.44014
STD3,78.56669,95.08675,56.2003,111.82182,82.4216,70.20276,90.01163
S6-1-3,14.93344,15.47033,4.23604,93.71105,6.72056,5.09537,69.46066
S6-21-3,29.67076,0,3.8931,21.7207,5.09667,5.00297,87.81544
S6-3-2,19.05823,13.87012,0,18.96006,3.62276,0,54.38668
S6-3-1,18.89396,18.34706,3.19079,12.79633,4.57366,0,68.61048
S6-12-1,0,0,0,0,0,0,34.9086
S6-13-1,0,0,0,0,0,0,45.14405
S6-4-1,0,5.45038,0,17.868,0,0,35.40313
S6-4-3,0,4.94308,0,15.70157,0,0,25.7166
S6-13-3,0,0,2.99447,0,3.64509,0,54.98513
S6-10-2,0,0,3.56939,0,4.31793,0,73.16177
S6-20-2,45.74172,5.60738,4.86944,80.50333,5.69855,5.19861,85.83813
S6-19-2,0,6.66834,3.85692,7.94539,4.81556,4.65196,71.06068
S6-16-3,49.89551,0,3.02513,37.40726,3.61702,0,55.76201
S6-14-1,0,0,3.07568,0,3.50605,0,54.11112
S6-12-2,0,0,0,0,0,0,39.46935
S6-20-1,0,0,0,14.17323,0,0,16.56892
S6-9-1,0,0,0,8.34103,0,0,17.86402
S6-19-1,0,0,0,0,0,0,18.17639
S6-1-1,0,6.04823,0,40.28122,0,0,23.65347
STD4,59.44016,73.78811,45.7504,88.3895,66.52171,55.44681,73.21248
