Sample,Acetate,Propionate,Isobutyrate,Butyrate,Isovaleric,Valeric,InternalSD
S15-1-1,32.31237,244.30988,8.98117,312.04608,8.98525,15.32482,120.99245
S15-2-2,45.88682,76.2831,6.77581,454.71829,8.30962,9.91895,129.41237
S15-6-2,21.86978,119.24239,6.03901,83.23674,7.65367,9.01779,116.16676
S15-16-3,92.03906,6.76042,6.59397,40.50311,7.87778,7.50204,125.42355
S15-21-3,47.53371,0,7.02267,5.66735,8.08052,8.21867,137.08438
S15-6-1,26.78233,130.86182,7.00508,65.99403,8.88261,9.84037,133.57881
S15-14-2,20.90049,0,7.19731,0,8.28435,7.8504,131.82085
S15-10-1,22.34097,0,7.19554,0,8.16748,8.21414,127.83884
S15-3-2,31.03422,171.19925,6.07243,282.69998,8.13164,11.05021,124.68574
S15-12-3,24.6192,0,7.13206,0,8.30675,7.71306,126.97667
S15-15-3,32.65705,0,8.05666,0,9.42715,8.63733,142.27884
S15-3-3,34.28582,280.42078,10.18381,575.58038,13.84468,21.7441,210.43504
S15-4-3,28.25073,207.55296,7.3692,420.72702,9.61476,14.64991,143.3692
S15-12-2,26.29332,0,8.16068,0,9.42023,8.81654,147.68098
S15-13-3,29.95671,0,9.06382,0,10.57624,9.985,170.72235
S15-8-1,24.28521,185.6149,7.38524,433.36066,9.74628,14.67165,137.65959
S15-19-1,35.5691,12.03507,7.03952,25.97555,8.55952,7.97071,137.47539
S15-10-2,21.27983,0,6.95085,0,8.0767,7.70366,125.28162
S15-14-1,21.12079,0,7.31642,0,8.5109,8.13285,137.03619
STD4,160.20979,196.95338,95.50247,203.69919,147.55498,184.85538,164.2347
S15-1-2,23.58098,217.40305,6.56215,329.38858,8.46259,15.22826,118.8437
S15-21-2,66.05196,4.82049,6.33352,3.67942,7.60517,7.2813,134.05336
